L cm,yi cm,Story Area,stories,architectural_archetype,connection_system,xi cm,D+0.25L,Direction,soil_class,seismic_zone,Story,Wall
433.0,11.0,5302759.515700001,5,D,ATS,1324.0,181443.1485164239,X,C,1,1,A.1
156.0,689.4,2526612.8516999995,5,C,HD,581.56,87135.84761525202,Y,A,3,4,E.3
289.0,588.0,4366070.964799999,5,Q,ATS,1393.0,146405.55251546408,Y,C,1,1,I.1
232.0,468.0,5302759.515700001,4,D,HD,4378.0,149459.6287266616,Y,B,1,2,40.1
287.0,856.0,4918759.585999998,3,P,HD,1409.0,124055.89857068934,Y,D,1,3,I.1
224.0,2154.0,4918759.585999998,5,P,HD,848.0,159269.7948518462,X,A,3,2,9.2
563.25,655.0,5302759.515700001,5,D,ATS,3029.0,180466.83701332397,X,A,3,3,G.6
544.0,2154.0,4918759.585999998,4,P,HD,1670.0,123890.88263498934,X,A,1,4,9.4
227.5,504.0,5302759.515700001,5,D,HD,1529.0,180850.51014172396,X,B,1,2,F.2
470.0,788.0,4918759.585999998,3,P,HD,971.0,134436.82655243934,X,A,3,1,4.3
209.5,172.0,5302759.515700001,5,D,HD,4009.000000000001,182706.00677482397,Y,A,3,1,37.1
289.0,1906.0,4366070.964799999,5,Q,HD,1393.0,145574.0417639641,Y,A,3,3,I.2
194.5,763.0,5302759.515700001,5,D,ATS,4036.0,185189.73881632392,Y,C,3,2,38.2
127.0,129.58,2526612.8516999995,5,C,HD,897.24,87268.92498275201,X,B,1,2,2.1
232.0,468.0,5302759.515700001,4,D,HD,4378.0,149182.82780226163,Y,B,1,3,40.1
120.0,11.0,4366070.964799999,5,Q,ATS,1696.0,146221.0098341641,X,B,3,3,1.4
223.0,907.0,5302759.515700001,4,D,HD,3092.0,150253.5660972616,Y,B,1,1,32.1
284.0,142.0,4918759.585999998,5,P,ATS,1769.0000000000002,157864.49785104624,Y,C,1,2,J.1
194.5,763.0,5302759.515700001,5,D,ATS,2285.0,154439.45454887397,Y,D,1,5,21.1
288.0,363.0,4366070.964799999,3,Q,HD,1590.0,111172.44843990804,X,D,1,3,3.2
120.0,56.00000000000001,5302759.515700001,5,D,HD,2290.0,154706.41540337398,Y,A,3,5,B.4
285.0,1101.0,5302759.515700001,5,D,ATS,1836.0,180335.39991532397,Y,C,1,3,15.1
287.0,856.0,4918759.585999998,4,P,HD,533.0,134500.70368883933,Y,A,1,1,C.1
292.0,498.00000000000006,5302759.515700001,5,D,ATS,2446.0,178966.13461792396,Y,A,3,3,24.1
172.0,1833.0,4366070.964799999,5,Q,ATS,1291.0,144692.69456186413,Y,A,1,1,H.3
136.5,475.0,5302759.515700001,3,D,HD,3881.0,135167.7485555116,X,A,3,3,E.4
762.0,1247.0,4366070.964799999,3,Q,HD,1165.0,121066.64556585804,Y,B,1,2,G.1
180.0,505.3,2526612.8516999995,5,C,ATS,2137.35,74171.12927172701,Y,D,3,5,M.1
470.0,788.0,4918759.585999998,5,P,ATS,971.0,159783.36735984622,X,D,1,2,4.3
276.0,1859.0,4918759.585999998,3,P,HD,1769.0000000000002,135455.22995873934,Y,D,3,2,J.4
544.0,2154.0,4918759.585999998,4,P,HD,1670.0,134809.44318143933,X,A,3,1,9.4
149.0,134.0,4918759.585999998,5,P,ATS,886.0,158898.21196884624,X,A,3,2,2.1
540.0,604.5,2526612.8516999995,4,C,HD,810.0,72433.36246327581,X,C,1,1,5.2
232.0,468.0,5302759.515700001,3,D,HD,4378.0,151936.3714910866,Y,D,3,1,40.1
180.0,701.2,2526612.8516999995,3,C,HD,337.16,72278.99271697582,Y,D,1,1,C.2
200.0,1471.0,4918759.585999998,4,P,HD,1409.0,134809.44318143933,Y,A,3,1,I.3
120.0,127.0,5302759.515700001,4,D,HD,118.0,150396.49339386157,Y,A,3,1,2.1
223.0,404.0,5302759.515700001,3,D,HD,1297.0,135167.7485555116,Y,A,1,3,9.1
205.0,878.34,2526612.8516999995,5,C,ATS,231.62,86582.24576645202,X,B,3,2,7.1
120.0,56.00000000000001,5302759.515700001,4,D,HD,2602.0,150188.89270056158,X,B,3,3,B.5
209.5,1138.0,5302759.515700001,5,D,ATS,380.0,154371.06043727396,Y,A,1,5,4.2
205.0,878.34,2526612.8516999995,3,C,HD,231.62,73244.7775470758,X,C,3,1,7.1
205.0,330.7,2526612.8516999995,5,C,ATS,231.62,86550.30719825202,X,A,3,3,3.1
190.0,95.0,5302759.515700001,5,D,ATS,3564.0,178966.13461792396,Y,A,1,3,35.1
284.0,142.0,4918759.585999998,3,P,HD,1769.0000000000002,123890.88263498934,Y,A,1,3,J.1
172.0,661.0,4366070.964799999,4,Q,HD,1291.0,121066.64556585804,Y,A,1,3,H.2
287.0,588.0,4366070.964799999,4,Q,HD,173.0,122341.65041895804,Y,B,3,2,B.2
149.0,2586.0,4918759.585999998,5,P,ATS,886.0,157715.45119944622,Y,A,1,4,10.1
364.0,806.0,5302759.515700001,4,D,HD,3393.0,151205.37060276157,X,D,1,2,H.3
292.0,498.00000000000006,5302759.515700001,4,D,HD,2446.0,151019.2954737616,Y,D,1,1,24.1
194.5,763.0,5302759.515700001,4,D,HD,353.0,151019.2954737616,Y,D,1,1,3.2
223.0,907.0,5302759.515700001,3,D,HD,3092.0,149182.82780226163,Y,A,3,2,32.1
433.0,1299.0,5302759.515700001,5,D,ATS,3065.0,179749.42579912394,X,D,1,1,M.2
194.5,763.0,5302759.515700001,5,D,ATS,4036.0,178966.13461792396,Y,A,1,4,38.2
285.0,1112.0,5302759.515700001,5,D,HD,2050.0,184959.35766292395,Y,A,3,2,18.1
195.0,1595.0,4366070.964799999,5,Q,ATS,1745.0,145857.2737613641,Y,C,1,2,J.4
190.0,1215.0,5302759.515700001,5,D,ATS,1129.0,183878.44837934893,Y,C,3,3,8.1
388.0,316.62,2526612.8516999995,5,C,ATS,1090.36,87138.15230465202,Y,D,1,1,G.1
122.0,997.0,5302759.515700001,5,D,HD,4271.0,183062.916253424,Y,B,3,1,39.3
171.0,11.0,4366070.964799999,4,Q,HD,1448.0,121690.15734975804,X,B,3,3,1.3
287.0,1865.0,4918759.585999998,3,P,HD,533.0,134298.42609023934,Y,B,1,1,C.4
326.0,806.0,5302759.515700001,5,D,HD,977.0,180243.677345924,X,B,1,3,H.1
149.0,2586.0,4918759.585999998,5,P,HD,886.0,158199.85281714622,X,B,1,4,10.1
127.0,1079.42,2526612.8516999995,5,C,ATS,1577.27,74192.42165052702,Y,A,1,5,8.2
209.5,172.0,5302759.515700001,5,D,HD,380.0,180994.23369862395,Y,B,1,1,4.1
149.0,134.0,4918759.585999998,5,P,HD,886.0,158199.85281714622,X,C,1,4,2.1
127.0,1079.42,2526612.8516999995,4,C,HD,897.24,72529.17816787581,X,A,3,1,8.1
120.0,1254.0,5302759.515700001,4,D,HD,1787.0,149182.82780226163,X,A,1,3,L.4
190.0,95.0,5302759.515700001,5,D,ATS,1632.0,183097.018558574,Y,B,3,4,14.1
265.0,363.0,5302759.515700001,5,D,HD,4127.0,181605.39063862397,X,B,1,1,D.4
287.0,1865.0,4918759.585999998,5,P,HD,1409.0,158231.7913853462,Y,A,1,3,I.4
471.0,1053.0,5302759.515700001,5,D,HD,2909.0,154706.41540337398,Y,B,1,5,30.1
162.0,1932.0,4918759.585999998,5,P,HD,81.0,139929.7773657962,X,A,3,5,8.1
149.0,134.0,4918759.585999998,5,P,HD,1057.0,158231.7913853462,X,A,1,3,2.2
326.0,806.0,5302759.515700001,5,D,ATS,977.0,184513.70578942396,X,C,3,3,H.1
274.0,748.3,2526612.8516999995,5,C,HD,6.9,87268.92498275201,Y,A,1,2,A.2
200.0,1249.0,4918759.585999998,5,P,HD,533.0,158535.2077832462,Y,B,1,3,C.2
120.0,1254.0,5302759.515700001,3,D,HD,4230.0,135774.5813513116,X,B,3,3,L.8
270.0,11.0,4918759.585999998,4,P,HD,439.0,134271.81061673933,X,A,3,2,1.1
185.0,229.17,2526612.8516999995,6,C,ATS,1297.26,87670.46177465201,Y,D,1,1,H.1
540.0,604.5,2526612.8516999995,6,C,ATS,810.0,74171.12927172701,X,B,3,6,5.2
288.0,363.0,4366070.964799999,5,Q,ATS,328.0,146465.8721903641,X,B,3,2,3.1
287.0,363.0,5302759.515700001,5,D,HD,2206.0,155036.44727477396,Y,D,1,5,D.2
307.0,221.0,5302759.515700001,5,D,ATS,565.0,186573.74343832396,Y,B,3,1,5.1
289.0,1906.0,4366070.964799999,5,Q,HD,525.0,144711.7004225641,Y,A,1,3,C.2
152.0,1732.0,4918759.585999998,3,P,HD,1243.0,136037.29608803935,X,B,3,1,7.2
338.0,788.0,4918759.585999998,3,P,HD,1589.0,124194.29903288934,X,C,3,3,4.4
136.5,835.0,5302759.515700001,3,D,HD,508.0,135444.5494799116,X,D,3,3,I.1
285.0,199.0,5302759.515700001,3,D,HD,2553.0,149936.44383246158,Y,B,1,1,26.1
287.0,856.0,4918759.585999998,5,P,ATS,1409.0,139858.49175969622,Y,D,1,5,I.1
352.0,1617.0000000000002,4366070.964799999,5,Q,ATS,1558.0,144264.5604677641,Y,A,1,4,8.5
194.5,547.0,5302759.515700001,5,D,HD,2104.0,182474.850285524,Y,D,1,1,20.1
544.0,2154.0,4918759.585999998,5,P,HD,272.0,158592.80815854622,X,B,1,3,9.1
205.0,330.7,2526612.8516999995,6,C,ATS,231.62,74171.12927172701,X,D,1,6,3.1
120.0,6.9,2526612.8516999995,5,C,ATS,400.51,88003.645727152,X,C,1,1,1.1
285.0,1112.0,5302759.515700001,3,D,HD,2050.0,151197.79395006158,Y,B,3,2,18.1
324.0,161.9,2526612.8516999995,6,C,ATS,136.08,86716.475478652,Y,D,1,4,B.1
280.0,129.58,2526612.8516999995,3,C,HD,1237.26,64840.02839625081,X,A,3,3,2.2
169.0,434.5,2526612.8516999995,4,C,HD,503.96,64840.02839625081,Y,A,1,4,4.1
200.0,1471.0,4918759.585999998,5,P,HD,1409.0,161498.2330736462,Y,A,3,1,I.3
324.0,161.9,2526612.8516999995,5,C,HD,2338.44,74346.79139682701,Y,A,3,5,N.1
120.0,56.00000000000001,5302759.515700001,5,D,ATS,167.0,179815.00264852395,Y,D,1,4,B.1
777.0,389.0,4918759.585999998,3,P,HD,971.0,133936.4556506393,Y,B,1,2,F.1
287.0,588.0,4366070.964799999,5,Q,ATS,1745.0,144722.2708325641,Y,A,3,4,J.2
292.0,498.00000000000006,5302759.515700001,4,D,HD,2446.0,149182.82780226163,Y,B,1,3,24.1
171.0,11.0,4366070.964799999,5,Q,HD,470.0,145877.4581618641,X,B,1,1,1.2
200.0,1249.0,4918759.585999998,5,P,ATS,533.0,158141.29877544625,Y,A,1,1,C.2
270.0,11.0,4918759.585999998,5,P,ATS,1503.0,158861.74656624623,Y,C,3,4,1.2
742.0,1247.0,4366070.964799999,5,Q,ATS,371.0,145708.22710976412,X,C,1,3,7.1
274.0,460.7,2526612.8516999995,4,C,HD,6.9,72529.17816787581,Y,A,3,1,A.1
642.0,736.0,4366070.964799999,5,Q,ATS,959.0,126179.0261583141,Y,D,1,5,5.1
324.0,1047.1,2526612.8516999995,5,C,HD,2338.44,88887.11372915201,Y,A,3,1,N.2
205.0,330.7,2526612.8516999995,5,C,ATS,2242.89,87031.955009152,Y,D,1,4,3.2
200.0,1249.0,4918759.585999998,5,P,ATS,1409.0,158476.65712404624,Y,A,3,3,I.2
762.0,1247.0,4366070.964799999,5,Q,ATS,753.0,146157.9211048141,Y,D,3,4,E.1
172.0,661.0,4366070.964799999,3,Q,HD,627.0,111389.98561860804,Y,C,3,3,D.2
126.0,1617.0000000000002,4366070.964799999,5,Q,ATS,1239.0,147467.1136133641,X,D,1,2,8.4
120.0,56.00000000000001,5302759.515700001,5,D,ATS,2290.0,178966.13461792396,X,A,1,3,B.4
338.0,168.8,2526612.8516999995,4,C,HD,581.56,64840.02839625081,Y,D,1,4,E.1
324.0,1033.3,2526612.8516999995,4,C,HD,2058.16,64840.02839625081,Y,A,3,4,L.2
224.0,2154.0,4918759.585999998,5,P,ATS,1094.0,139770.08452479623,Y,B,1,5,9.3
352.0,2296.0,4366070.964799999,4,Q,HD,1745.0,122128.01692695804,Y,A,3,1,J.6
209.5,1138.0,5302759.515700001,5,D,ATS,380.0,186807.9596051239,Y,D,3,1,4.2
471.0,1053.0,5302759.515700001,5,D,HD,977.0,180243.677345924,Y,B,1,3,7.2
494.0,2247.0,4366070.964799999,3,Q,HD,627.0,124093.52735655804,Y,C,3,1,D.4
162.0,877.0,4366070.964799999,3,Q,HD,1837.0,122180.83326375805,X,B,3,1,6.6
324.0,1047.1,2526612.8516999995,5,C,ATS,2338.44,74323.441673527,Y,B,3,5,N.2
352.0,877.0,4366070.964799999,5,Q,HD,1558.0,126413.24232511412,Y,A,1,5,6.5
194.5,763.0,5302759.515700001,3,D,HD,353.0,135167.7485555116,Y,A,3,3,3.2
335.0,904.97,2526612.8516999995,6,C,ATS,901.56,74171.12927172701,Y,B,3,6,F.2
205.0,330.7,2526612.8516999995,5,C,HD,231.62,86960.18549015201,X,C,1,4,3.1
352.0,1617.0000000000002,4366070.964799999,3,Q,HD,1558.0,111059.95374720804,X,D,1,3,8.5
158.0,745.0,5302759.515700001,3,D,HD,1389.0,135167.7485555116,Y,D,1,3,10.1
799.0,400.0,4918759.585999998,3,P,HD,1297.0,123890.88263498934,Y,B,1,3,H.1
209.5,172.0,5302759.515700001,5,D,ATS,4009.000000000001,179299.22616682394,Y,A,3,1,37.1
120.0,56.00000000000001,5302759.515700001,5,D,ATS,167.0,178966.13461792396,Y,A,3,4,B.1
209.5,1138.0,5302759.515700001,4,D,HD,380.0,151062.00267141158,Y,A,3,1,4.2
190.0,95.0,5302759.515700001,5,D,HD,825.0,154706.41540337398,Y,C,1,5,6.1
205.0,878.34,2526612.8516999995,3,C,HD,2242.81,71975.57631907582,X,B,1,1,7.2
126.0,877.0,4366070.964799999,3,Q,HD,679.0,121928.98690725803,X,D,3,2,6.3
127.0,129.58,2526612.8516999995,4,C,HD,897.24,71954.28394027581,X,A,1,3,2.1
289.0,588.0,4366070.964799999,3,Q,HD,525.0,111059.95374720804,Y,C,1,3,C.1
287.0,363.0,5302759.515700001,3,D,HD,2206.0,151197.79395006158,X,C,3,2,D.2
120.0,56.00000000000001,5302759.515700001,3,D,HD,4222.0,150119.69246946156,X,B,3,2,B.8
777.0,389.0,4918759.585999998,5,P,ATS,971.0,158141.29877544625,Y,A,1,1,F.1
126.0,877.0,4366070.964799999,4,Q,HD,1239.0,122896.56540105803,X,C,1,2,6.4
544.0,2154.0,4918759.585999998,4,P,HD,272.0,135130.53843563935,X,C,1,2,9.1
158.0,565.0,5302759.515700001,3,D,HD,3824.0,135774.5813513116,Y,D,3,3,36.2
330.0,655.0,4366070.964799999,3,Q,HD,1569.0,122180.83326375805,X,B,3,1,4.3
194.5,763.0,5302759.515700001,5,D,ATS,1601.0000000000002,178966.13461792396,Y,A,3,2,13.1
162.0,1932.0,4918759.585999998,5,P,ATS,81.0,158320.44842994623,Y,C,1,4,8.1
287.0,588.0,4366070.964799999,5,Q,ATS,1745.0,149718.07142036408,Y,B,3,1,J.2
274.0,460.7,2526612.8516999995,5,C,ATS,6.9,73282.540667677,Y,C,3,5,A.1
172.0,661.0,4366070.964799999,3,Q,HD,1291.0,124093.52735655804,Y,C,3,1,H.2
120.0,11.0,4366070.964799999,3,Q,HD,222.00000000000003,121588.30884645804,X,A,3,1,1.1
149.0,2586.0,4918759.585999998,4,P,HD,1057.0,134509.26450323933,X,D,1,3,10.2
149.0,2586.0,4918759.585999998,5,P,HD,886.0,158535.2077832462,X,C,1,3,10.1
195.0,1595.0,4366070.964799999,4,Q,HD,173.0,121258.27697505803,Y,A,3,3,B.4
274.0,460.7,2526612.8516999995,5,C,HD,2467.61,86960.18549015201,Y,C,1,4,O.1
224.0,2154.0,4918759.585999998,3,P,HD,1094.0,124194.29903288934,X,B,3,3,9.3
180.0,701.2,2526612.8516999995,3,C,HD,2137.35,64861.320775050815,Y,C,3,3,M.2
287.0,1865.0,4918759.585999998,5,P,ATS,533.0,157936.39674564623,Y,D,1,3,C.4
289.0,1906.0,4366070.964799999,5,Q,ATS,525.0,146465.8721903641,Y,B,3,2,C.2
209.5,172.0,5302759.515700001,5,D,HD,2077.0,154706.41540337398,Y,C,1,5,19.1
232.0,842.0,5302759.515700001,3,D,HD,4378.0,149512.8596736616,Y,B,1,2,40.2
471.0,258.0,5302759.515700001,3,D,HD,3411.9999999999995,135497.78042691157,Y,B,3,3,34.1
544.0,567.0,4918759.585999998,5,P,ATS,1670.0,157864.49785104624,X,A,1,2,3.4
209.5,172.0,5302759.515700001,3,D,HD,380.0,135774.5813513116,Y,B,3,3,4.1
180.0,505.3,2526612.8516999995,5,C,ATS,337.16,74192.42165052702,Y,D,1,5,C.1
227.5,806.0,5302759.515700001,5,D,HD,2860.0,154706.41540337398,Y,C,1,5,H.2
172.0,1833.0,4366070.964799999,5,Q,HD,1291.0,144690.40804376412,Y,B,1,4,H.3
270.0,2709.0,4918759.585999998,6,P,ATS,1503.0,158329.04959884624,X,B,3,3,11.2
494.0,247.00000000000003,4366070.964799999,5,Q,ATS,1291.0,144275.2066571641,Y,B,1,3,H.1
136.5,835.0,5302759.515700001,5,D,ATS,1446.0,186807.9596051239,X,D,3,1,I.2
725.0,2132.0,4366070.964799999,3,Q,HD,959.0,111059.95374720804,Y,A,3,3,F.2
149.0,2586.0,4918759.585999998,5,P,HD,1057.0,139929.7773657962,X,A,3,5,10.2
205.0,330.7,2526612.8516999995,6,C,ATS,231.62,87670.46177465201,X,D,1,1,3.1
494.0,2247.0,4366070.964799999,4,Q,HD,627.0,121396.67743725804,Y,C,1,3,D.4
284.0,142.0,4918759.585999998,5,P,ATS,173.0,159330.43363914627,Y,D,1,3,B.1
152.0,988.0,4918759.585999998,5,P,ATS,695.0,157961.34638394625,X,A,1,3,5.1
232.0,468.0,5302759.515700001,5,D,ATS,11.0,179059.68690532394,Y,B,3,4,1.1
307.0,221.0,5302759.515700001,5,D,HD,1892.0,180850.51014172396,Y,C,1,2,16.1
307.0,1000.0,5302759.515700001,5,D,ATS,2497.0,185450.57045662391,Y,D,3,2,25.2
289.0,1906.0,4366070.964799999,3,Q,HD,1393.0,121726.70930865804,Y,C,3,2,I.2
265.0,363.0,5302759.515700001,5,D,ATS,262.0,182878.5745446739,X,D,1,1,D.1
120.0,56.00000000000001,5302759.515700001,5,D,HD,516.0,179772.98159512397,Y,B,1,4,B.2
494.0,2247.0,4366070.964799999,5,Q,HD,1291.0,144711.7004225641,Y,A,1,3,H.4
162.0,1932.0,4918759.585999998,5,P,ATS,81.0,158146.69610244624,X,B,3,3,8.1
307.0,1090.0,5302759.515700001,5,D,ATS,3824.0,185189.73881632392,Y,C,3,2,36.4
120.0,56.00000000000001,5302759.515700001,5,D,ATS,516.0,185189.73881632392,X,C,3,2,B.2
169.0,774.5,2526612.8516999995,4,C,HD,1970.56,71954.28394027581,X,C,1,3,6.2
152.0,988.0,4918759.585999998,6,P,ATS,695.0,139754.11524069624,X,B,3,6,5.1
194.5,763.0,5302759.515700001,4,D,HD,2285.0,135167.7485555116,Y,A,3,4,21.1
120.0,56.00000000000001,5302759.515700001,5,D,HD,3873.0,180573.70921732395,Y,D,1,4,B.7
120.0,56.00000000000001,5302759.515700001,3,D,HD,2951.0,149789.6605980616,X,C,1,2,B.6
287.0,363.0,5302759.515700001,4,D,HD,2206.0,135167.7485555116,Y,D,1,4,D.2
136.5,475.0,5302759.515700001,5,D,HD,1949.0,184959.35766292395,X,A,3,2,E.2
155.0,2361.0,4366070.964799999,4,Q,HD,871.0000000000001,111059.95374720804,Y,D,1,4,12.1
274.0,748.3,2526612.8516999995,5,C,HD,2467.61,86859.04669085202,Y,B,1,4,O.2
120.0,11.0,4366070.964799999,4,Q,HD,1696.0,123601.28941725804,X,B,3,1,1.4
120.0,1254.0,5302759.515700001,5,D,ATS,3873.0,179059.68690532394,X,A,1,3,L.7
722.0,1360.0,4918759.585999998,5,P,HD,1177.0,159125.11762854623,Y,A,1,1,G.1
171.0,11.0,4366070.964799999,4,Q,HD,470.0,123601.28941725804,X,B,3,1,1.2
324.0,1033.3,2526612.8516999995,5,C,HD,2058.16,86960.18549015201,Y,B,1,3,L.2
287.0,1865.0,4918759.585999998,5,P,ATS,1409.0,160596.9032435462,Y,D,1,1,I.4
223.0,404.0,5302759.515700001,3,D,HD,1297.0,150396.49339386157,Y,D,1,1,9.1
762.0,1247.0,4366070.964799999,5,Q,ATS,753.0,145708.22710976412,Y,C,1,3,E.1
292.0,498.00000000000006,5302759.515700001,5,D,HD,2446.0,180243.677345924,Y,A,1,3,24.1
338.0,1040.2,2526612.8516999995,6,C,ATS,581.56,86716.475478652,Y,D,1,4,E.4
289.0,588.0,4366070.964799999,5,Q,HD,525.0,145121.5787144641,Y,A,1,2,C.1
330.0,1839.0,4366070.964799999,3,Q,HD,349.0,121396.67743725804,X,D,1,2,10.2
195.0,1595.0,4366070.964799999,4,Q,HD,1745.0,122189.81854755804,Y,D,1,1,J.4
169.0,434.5,2526612.8516999995,4,C,HD,1970.56,72529.17816787581,X,B,3,2,4.2
307.0,221.0,5302759.515700001,5,D,ATS,3824.0,179600.37914752393,Y,B,3,1,36.1
232.0,842.0,5302759.515700001,4,D,HD,11.0,150253.5660972616,Y,B,1,1,1.2
470.0,1932.0,4918759.585999998,5,P,ATS,971.0,158320.44842994623,Y,C,1,4,8.3
126.0,877.0,4366070.964799999,4,Q,HD,1239.0,111240.93896700804,Y,B,3,4,6.4
172.0,1833.0,4366070.964799999,5,Q,ATS,627.0,144692.69456186413,Y,A,1,1,D.3
352.0,198.0,4366070.964799999,5,Q,HD,1745.0,126413.24232511412,Y,B,1,5,J.1
120.0,11.0,4366070.964799999,5,Q,ATS,222.00000000000003,126291.52085101412,Y,C,1,5,1.1
284.0,142.0,4918759.585999998,5,P,HD,1769.0000000000002,139929.7773657962,Y,A,1,5,J.1
136.5,475.0,5302759.515700001,3,D,HD,1949.0,135167.7485555116,X,C,1,3,E.2
330.0,655.0,4366070.964799999,3,Q,HD,349.0,122180.83326375805,X,B,3,1,4.2
120.0,56.00000000000001,5302759.515700001,3,D,HD,516.0,149182.82780226163,X,A,1,1,B.2
162.0,1932.0,4918759.585999998,5,P,ATS,81.0,157715.45119944622,Y,C,1,4,8.1
276.0,1859.0,4918759.585999998,5,P,HD,1769.0000000000002,158513.91540444622,Y,A,1,2,J.4
194.5,763.0,5302759.515700001,3,D,HD,4036.0,149789.6605980616,Y,A,3,2,38.2
209.5,172.0,5302759.515700001,4,D,HD,2077.0,150066.46152246158,Y,B,1,1,19.1
232.0,842.0,5302759.515700001,5,D,ATS,11.0,179815.00264852395,Y,D,1,4,1.2
324.0,1033.3,2526612.8516999995,5,C,ATS,2058.16,88858.695650452,Y,C,3,1,L.2
307.0,221.0,5302759.515700001,3,D,HD,1892.0,154024.6797306616,Y,B,3,1,16.1
422.0,1360.0,4918759.585999998,5,P,ATS,1769.0000000000002,158887.03165284623,Y,C,1,2,J.3
152.0,988.0,4918759.585999998,5,P,ATS,1247.0,158258.40685884625,X,A,3,1,5.2
209.5,1138.0,5302759.515700001,5,D,ATS,380.0,178966.13461792396,Y,A,3,3,4.2
285.0,199.0,5302759.515700001,5,D,HD,2553.0,154706.41540337398,Y,B,1,5,26.1
494.0,2247.0,4366070.964799999,5,Q,ATS,1291.0,145851.8006549641,Y,A,3,2,H.4
120.0,56.00000000000001,5302759.515700001,5,D,ATS,4222.0,180335.39991532397,X,C,1,3,B.8
224.0,567.0,4918759.585999998,5,P,ATS,1094.0,157715.45119944622,Y,B,1,4,3.3
335.0,904.97,2526612.8516999995,5,C,ATS,901.56,86550.30719825202,Y,C,1,3,F.2
289.0,588.0,4366070.964799999,5,Q,ATS,1393.0,126200.3185371141,Y,B,1,5,I.1
642.0,736.0,4366070.964799999,3,Q,HD,959.0,121258.27697505803,X,B,1,2,5.1
307.0,221.0,5302759.515700001,5,D,ATS,565.0,179840.57789932395,Y,B,1,3,5.1
570.0,1360.0,4918759.585999998,5,P,ATS,1473.0,139770.08452479623,Y,B,1,5,6.2
120.0,56.00000000000001,5302759.515700001,4,D,HD,2951.0,149789.6605980616,X,D,1,3,B.6
470.0,1932.0,4918759.585999998,4,P,HD,971.0,134500.70368883933,X,A,1,1,8.3
338.0,788.0,4918759.585999998,5,P,ATS,353.0,139754.11524069624,Y,B,3,5,4.2
122.0,927.0,5302759.515700001,4,D,HD,118.0,150396.49339386157,Y,A,3,1,2.3
209.5,172.0,5302759.515700001,5,D,HD,2077.0,179636.844550124,Y,A,1,4,19.1
224.0,567.0,4918759.585999998,3,P,HD,1094.0,134940.90584513935,X,B,3,2,3.3
120.0,1254.0,5302759.515700001,3,D,HD,4230.0,135167.7485555116,X,A,3,3,L.8
494.0,2247.0,4366070.964799999,5,Q,ATS,1291.0,146157.9211048141,Y,C,3,4,H.4
209.5,172.0,5302759.515700001,5,D,HD,4009.000000000001,180573.70921732395,Y,D,1,4,37.1
433.0,11.0,5302759.515700001,5,D,ATS,1324.0,154371.06043727396,Y,C,1,5,A.1
330.0,1839.0,4366070.964799999,3,Q,HD,349.0,121888.47766545803,X,B,3,2,10.2
205.0,878.34,2526612.8516999995,5,C,HD,231.62,86960.18549015201,X,C,1,4,7.1
180.0,505.3,2526612.8516999995,3,C,HD,337.16,71954.28394027581,Y,B,1,2,C.1
120.0,11.0,4366070.964799999,3,Q,HD,1696.0,121066.64556585804,X,B,1,1,1.4
120.0,11.0,4366070.964799999,3,Q,HD,222.00000000000003,122252.52362085805,X,D,1,1,1.1
136.5,835.0,5302759.515700001,5,D,ATS,1446.0,179334.22441252394,X,A,1,1,I.2
799.0,400.0,4918759.585999998,4,P,HD,1297.0,134133.41015453934,Y,A,1,2,H.1
158.0,565.0,5302759.515700001,5,D,ATS,3000.0,180466.83701332397,Y,A,3,3,31.2
232.0,468.0,5302759.515700001,4,D,HD,11.0,135167.7485555116,Y,B,1,4,1.1
274.0,748.3,2526612.8516999995,5,C,ATS,6.9,74192.42165052702,Y,C,1,5,A.2
799.0,400.0,4918759.585999998,5,P,ATS,645.0,158887.03165284623,Y,C,1,2,D.1
162.0,788.0,4918759.585999998,6,P,ATS,1861.0,157683.51263124624,Y,D,1,5,4.5
443.0,655.0,5302759.515700001,5,D,ATS,222.00000000000003,185237.64666862396,X,B,3,2,G.1
190.0,95.0,5302759.515700001,4,D,HD,3564.0,149789.6605980616,Y,A,3,3,35.1
570.0,1360.0,4918759.585999998,3,P,HD,1473.0,137242.91126153932,X,D,3,1,6.2
120.0,6.9,2526612.8516999995,3,C,HD,2074.01,71975.57631907582,X,A,1,1,1.2
171.0,11.0,4366070.964799999,4,Q,HD,470.0,123906.72865245806,X,D,1,2,1.2
544.0,2154.0,4918759.585999998,5,P,ATS,1670.0,159105.56038764623,X,D,1,1,9.4
162.0,1617.0000000000002,4366070.964799999,3,Q,HD,81.0,111389.98561860804,X,B,3,3,8.1
156.0,519.6,2526612.8516999995,4,C,HD,581.56,64840.02839625081,Y,D,1,4,E.2
326.0,806.0,5302759.515700001,5,D,ATS,977.0,154371.06043727396,Y,A,1,5,H.1
126.0,1617.0000000000002,4366070.964799999,5,Q,ATS,1239.0,145189.5542039641,Y,D,1,4,8.4
287.0,947.0,5302759.515700001,3,D,HD,2183.0,149789.6605980616,X,B,1,1,J.3
288.0,2131.0,4366070.964799999,5,Q,ATS,328.0,144495.6092305141,Y,C,3,4,11.1
158.0,565.0,5302759.515700001,5,D,ATS,3824.0,154371.06043727396,Y,B,1,5,36.2
185.0,229.17,2526612.8516999995,5,C,ATS,1297.26,74192.42165052702,Y,B,3,5,H.1
